gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
0,38.0,155,0,0,248.1,8.9,28.12,108.0,4.0,3.0,3.0,0
1,32.0,58,0,0,224.1,14.9,25.4,108.0,3.0,5.0,1.0,0
0,28.0,162,0,1,276.75,12.3,31.37,106.0,6.0,4.0,0.0,0
0,37.0,51,0,0,344.55,9.6,39.05,128.0,1.0,3.0,1.0,0
1,40.0,69,0,0,275.1,9.0,31.18,94.0,5.0,3.0,3.0,0
0,30.0,127,1,1,143.85,10.4,16.3,132.0,3.0,3.0,1.0,0
0,37.0,89,0,0,134.25,12.3,15.22,116.0,1.0,4.0,3.0,0
0,53.0,54,1,0,321.15,10.1,36.4,75.0,3.0,3.0,1.0,0
1,41.0,83,0,0,346.95,12.4,39.32,106.0,2.0,4.0,3.0,0
0,32.0,130,0,0,186.45,3.5,21.13,83.0,6.0,1.5,0.0,0
1,24.0,104,1,0,240.6,12.6,27.27,90.0,5.0,4.0,3.5,0
0,54.0,124,0,1,377.1,7.5,42.74,121.0,5.0,3.0,1.0,0
1,59.5,161,0,0,267.15,8.5,30.28,78.0,2.0,3.0,1.0,0
0,45.0,72,0,0,163.65,8.3,18.55,84.0,6.0,3.0,0.0,0
0,38.0,54,0,0,239.7,9.7,27.17,70.0,7.0,3.0,2.0,0
0,40.0,87,0,0,352.2,9.5,39.92,93.0,5.0,3.0,1.0,0
1,59.5,85,0,0,333.45,11.0,37.79,75.0,2.0,3.0,3.0,0
0,26.0,90,0,0,308.55,12.5,34.97,104.0,6.0,4.0,2.0,0
1,45.0,84,0,0,325.65,9.4,36.91,120.0,4.0,3.0,1.0,0
1,59.5,117,0,0,286.65,12.0,32.49,118.0,4.0,4.0,2.0,0
0,49.0,141,0,1,281.25,10.5,31.88,105.0,5.0,3.0,3.0,0
1,31.0,74,0,0,337.8,9.1,38.28,95.0,2.0,3.0,2.0,0
1,34.0,110,1,1,401.85,8.3,45.54,106.0,2.0,3.0,1.0,0
1,26.0,81,1,0,375.9,7.8,42.6,131.0,5.0,3.0,1.0,0
1,37.0,89,0,1,245.25,7.5,27.8,147.0,5.0,3.0,2.0,0
0,41.0,96,0,1,225.0,8.5,25.5,55.0,3.0,3.0,1.0,0
0,42.0,78,0,0,211.05,11.7,23.92,107.0,5.0,4.0,0.0,0
1,31.0,123,0,0,258.3,8.7,29.27,101.0,4.0,3.0,1.0,0
1,57.0,131,1,1,439.35,13.8,49.79,127.0,7.0,4.0,3.5,0
0,42.0,55,0,0,179.55,4.6,20.35,113.0,2.0,2.0,2.0,0
1,54.0,106,0,0,334.5,7.1,37.91,107.0,10.5,2.0,0.0,0
1,37.0,108,0,1,414.9,9.8,47.02,95.0,6.0,3.0,2.0,0
1,25.0,129,0,0,297.6,9.2,33.73,101.0,2.0,3.0,2.0,0
0,21.0,92,0,0,236.55,13.8,26.81,99.0,3.0,4.0,1.0,0
1,37.0,133,1,0,190.95,10.3,21.64,88.0,3.0,3.0,1.0,0
1,35.0,62,0,0,181.05,13.1,20.52,99.0,6.0,4.0,3.5,0
1,29.0,95,0,0,291.9,3.8,33.08,92.0,2.0,2.0,3.0,0
0,52.0,105,0,0,320.1,9.5,36.28,93.0,6.0,3.0,1.0,0
0,32.0,36,0,1,422.1,9.0,47.84,113.0,6.0,3.0,2.0,0
1,40.0,123,0,0,239.25,12.0,27.12,120.0,4.0,4.0,0.0,0
0,34.0,92,0,1,233.1,8.0,26.42,118.0,4.0,3.0,3.0,0
1,35.0,86,0,1,106.35,11.1,12.05,105.0,5.0,3.0,3.0,0
0,32.0,106,0,0,247.95,8.5,28.1,93.0,3.0,3.0,2.0,0
0,46.0,74,0,1,231.15,10.9,26.2,57.0,9.0,3.0,2.0,0
0,33.0,121,0,0,226.05,9.2,25.62,116.0,10.5,3.0,1.0,0
1,46.0,146,1,0,306.6,10.5,34.75,114.0,6.0,3.0,3.0,0
0,34.0,121,1,0,251.55,13.4,28.51,115.0,1.0,4.0,3.0,0
0,24.0,128,1,1,335.25,9.4,38.0,101.0,2.0,3.0,2.0,0
0,34.0,115,0,0,367.8,7.2,41.68,74.0,8.0,2.0,0.0,0
0,30.0,140,0,0,169.2,16.3,19.18,85.0,6.0,5.0,0.0,0
1,28.0,117,1,1,294.0,3.7,33.32,120.0,5.0,1.5,1.0,0
0,36.0,82,0,0,278.7,5.7,31.59,104.0,7.0,2.0,3.5,0
0,55.0,70,0,0,348.15,3.000000000000001,39.46,112.0,0.0,1.5,3.0,0
0,38.0,82,0,0,188.55,12.9,21.37,103.0,2.0,4.0,1.0,0
0,40.0,86,0,1,391.8,12.7,44.4,101.0,5.0,4.0,2.0,0
1,26.0,70,0,0,157.05,15.8,17.8,110.0,7.0,5.0,3.0,0
1,36.0,93,0,0,228.6,6.6,25.91,120.0,5.0,2.0,3.0,0
1,33.0,104,0,0,255.9,6.1,29.0,131.0,1.0,2.0,1.0,0
1,35.0,47,0,1,168.3,10.6,19.07,105.0,2.0,3.0,0.0,0
1,28.0,102,0,1,187.95,6.3,21.3,68.0,2.0,2.0,3.0,0
0,44.0,51,0,0,272.25,10.3,30.86,119.0,2.0,3.0,1.0,0
1,33.0,43,0,0,268.95,8.0,30.48,114.0,5.0,3.0,0.0,0
1,26.0,81,0,0,392.1,8.0,44.44,96.0,6.0,3.0,1.0,0
0,24.0,147,0,1,381.3,13.8,43.21,125.0,7.0,4.0,3.5,0
1,57.0,84,0,0,238.5,12.3,27.03,101.0,5.0,4.0,1.0,0
0,48.0,126,0,0,242.1,5.1,27.44,78.0,2.0,2.0,0.0,0
1,40.0,79,0,0,220.5,8.4,24.99,107.0,9.0,3.0,1.0,0
0,43.0,124,0,0,236.25,9.6,26.78,98.0,4.0,3.0,3.0,0
1,31.0,176,0,0,334.8,10.1,37.94,80.0,2.0,3.0,3.0,0
1,26.0,98,0,0,60.46875000000003,6.8,6.857499999999998,88.0,1.0,2.0,3.5,0
1,34.0,75,0,1,263.7,5.3,29.89,134.0,4.0,2.0,3.5,0
1,44.0,118,1,0,335.1,6.3,37.98,118.0,6.0,2.0,0.0,0
0,28.0,73,0,0,288.3,9.4,32.67,87.0,6.0,3.0,1.0,0
1,23.0,86,0,0,188.25,8.9,21.34,110.0,8.0,3.0,1.0,0
1,45.0,141,0,0,190.35,8.0,21.57,128.0,2.0,3.0,1.0,0
1,36.0,33,0,1,236.1,13.9,26.76,79.0,10.5,4.0,3.5,0
0,37.0,95,0,0,305.1,13.7,34.58,105.0,3.0,4.0,2.0,0
0,28.0,115,1,0,183.0,10.8,20.74,124.0,2.0,3.0,2.0,0
1,37.0,83,0,1,117.75,11.8,13.35,102.0,4.0,4.0,1.0,0
1,36.0,130,0,0,265.35,9.5,30.07,69.0,2.0,3.0,1.0,0
0,25.0,82,0,0,300.45,7.1,34.05,60.0,1.0,2.0,3.5,0
1,40.0,77,0,0,367.8,7.5,41.68,91.0,4.0,3.0,0.0,0
0,28.0,124,0,1,216.75,12.0,24.57,82.0,7.0,4.0,2.0,0
0,37.0,74,0,0,233.55,8.1,26.47,97.0,4.0,3.0,0.0,0
1,21.0,90,0,0,169.8,14.1,19.24,124.0,4.0,4.0,3.0,0
0,30.0,117,0,1,157.35,7.7,17.83,104.0,6.0,3.0,3.0,0
0,59.5,32,0,0,256.8,10.2,29.1,64.0,7.0,3.0,1.0,0
0,33.0,99,0,0,333.6,12.0,37.81,81.0,8.0,4.0,2.0,0
1,38.0,103,0,0,307.35,10.4,34.83,106.0,3.0,3.0,3.5,0
0,49.0,83,0,1,142.5,11.2,16.15,79.0,2.0,4.0,0.0,0
0,40.0,98,0,0,189.45,9.4,21.47,135.0,2.0,3.0,3.0,0
1,36.0,92,0,0,295.5,10.8,33.49,105.0,4.0,3.0,1.0,0
1,40.0,161,0,1,327.75,7.3,37.15,121.0,4.0,2.0,1.0,0
0,25.0,85,0,0,318.45,7.7,36.09,116.0,3.0,3.0,0.0,0
0,38.0,128,1,0,367.8,10.7,41.68,116.0,5.0,3.0,0.0,0
1,42.0,80,0,0,224.7,10.9,25.47,75.0,7.0,3.0,2.0,0
0,56.0,93,1,0,197.1,11.1,22.34,103.0,2.0,3.0,1.0,0
0,34.0,146,0,0,283.95,7.4,32.18,83.0,3.0,2.0,0.0,0
1,40.0,113,0,0,225.15,11.0,25.52,105.0,3.0,3.0,2.0,0
1,44.0,54,0,0,201.45,14.7,22.83,68.0,4.0,4.0,3.0,0
0,40.0,51,0,0,296.7,8.9,33.63,134.0,5.0,3.0,1.0,0
1,44.0,149,0,1,298.35,14.3,33.81,76.0,9.0,4.0,1.0,0
0,32.0,113,0,0,290.7,10.6,32.95,67.0,6.0,3.0,1.0,0
1,39.0,86,0,1,149.85,9.8,16.98,90.0,7.0,3.0,2.0,0
0,27.0,126,0,0,263.1,10.6,29.82,93.0,1.0,3.0,0.0,0
1,36.0,66,0,1,281.7,12.0,31.93,113.0,3.0,4.0,2.0,0
0,38.0,94,1,0,364.8,7.2,41.34,99.0,4.0,2.0,3.5,0
1,39.0,125,0,0,252.9,10.9,28.66,92.0,7.0,3.0,0.0,0
1,42.0,153,0,1,327.75,9.4,37.15,105.0,6.0,3.0,0.0,0
0,38.0,101,0,1,216.15,14.5,24.5,107.0,3.0,4.0,1.0,0
1,33.0,85,0,0,315.45,11.2,35.75,82.0,7.0,4.0,1.0,0
0,48.0,124,0,0,289.5,15.3,32.81,104.0,3.0,5.0,1.0,0
0,47.0,79,0,1,396.45,6.3,44.93,92.0,3.0,2.0,3.5,0
0,59.5,148,0,1,367.35,15.2,41.63,91.0,4.0,5.0,2.0,0
0,29.0,70,0,0,297.9,10.6,33.76,105.0,6.0,3.0,2.0,0
0,59.5,62,0,0,373.05,13.2,42.28,78.0,2.0,4.0,1.0,0
1,59.0,176,0,0,376.35,9.6,42.65,85.0,6.0,3.0,2.0,0
0,39.0,106,0,0,238.05,10.2,26.98,103.0,4.0,3.0,1.0,0
1,31.0,84,0,0,286.5,6.5,32.47,79.0,4.0,2.0,0.0,0
0,54.0,130,0,0,310.65,12.4,35.21,100.0,2.0,4.0,1.0,0
0,35.0,125,0,1,301.95,5.4,34.22,104.0,3.0,2.0,1.0,0
0,44.0,110,0,0,222.75,12.4,25.25,112.0,3.0,4.0,1.0,0
1,29.0,116,0,1,290.1,11.4,32.88,98.0,3.0,4.0,3.5,0
1,30.0,131,0,0,166.35,15.8,18.85,114.0,9.0,5.0,1.0,0
0,33.0,76,0,0,305.4,8.4,34.61,97.0,3.0,3.0,0.0,0
1,30.0,110,0,0,224.7,11.7,25.47,119.0,4.0,4.0,2.0,0
0,50.0,117,0,0,242.4,13.8,27.47,111.0,2.0,4.0,1.0,0
1,58.0,111,0,0,213.45,12.8,24.19,94.0,9.0,4.0,2.0,0
1,37.0,122,0,1,262.35,13.5,29.73,116.0,3.0,4.0,1.0,0
1,39.0,90,0,1,278.4,11.1,31.55,120.0,5.0,3.0,2.0,0
0,24.0,121,0,1,355.65,10.1,40.31,85.0,5.0,3.0,3.5,0
1,26.0,167,0,0,311.4,14.1,35.29,98.0,5.0,4.0,0.0,0
1,34.0,70,0,0,334.2,3.000000000000001,37.88,122.0,0.0,1.5,1.0,0
1,46.0,155,0,0,276.9,7.8,31.38,122.0,1.0,3.0,1.0,0
0,40.0,44,0,0,342.15,9.9,38.78,77.0,5.0,3.0,2.0,0
0,58.0,61,0,0,390.0,9.0,44.2,70.0,3.0,3.0,1.0,0
0,44.0,141,0,0,323.4,12.4,36.65,107.0,6.0,4.0,1.0,0
0,30.0,95,1,1,205.2,10.3,23.26,67.0,9.0,3.0,3.5,0
1,39.0,142,0,0,280.5,7.4,31.79,127.0,5.0,2.0,2.0,0
0,40.0,99,1,0,295.8,9.9,33.52,99.0,6.0,3.0,3.5,0
1,33.0,60,0,1,287.7,12.8,32.61,62.0,3.0,4.0,2.0,0
1,46.0,78,0,0,289.65,10.2,32.83,119.0,1.0,3.0,0.0,0
1,28.0,100,0,0,371.7,6.9,42.13,125.0,2.0,2.0,1.0,0
1,44.0,97,0,1,252.6,8.5,28.63,95.0,7.0,3.0,0.0,0
0,36.0,106,0,0,192.9,11.4,21.86,113.0,2.0,4.0,0.0,0
1,59.0,60,0,0,268.95,13.5,30.48,98.0,6.0,4.0,1.0,0
1,39.0,78,0,0,337.65,14.6,38.27,102.0,2.0,4.0,0.0,0
1,31.0,96,0,1,275.1,10.5,31.18,93.0,5.0,3.0,1.0,0
0,32.0,155,0,0,244.5,15.1,27.71,109.0,4.0,5.0,2.0,0
1,29.0,118,0,1,434.25,9.5,49.22,88.0,4.0,3.0,1.0,0
0,35.0,90,0,1,142.2,11.4,16.12,65.0,5.0,4.0,1.0,0
1,30.0,123,0,0,310.35,7.7,35.17,136.0,2.0,3.0,3.0,0
1,24.0,141,0,0,124.8,10.7,14.14,79.0,7.0,3.0,1.0,0
0,49.0,80,0,0,241.65,10.6,27.39,116.0,4.0,3.0,1.0,0
0,59.5,52,0,1,256.35,4.1,29.05,124.0,5.0,2.0,2.0,0
0,25.0,140,0,0,194.4,9.4,22.03,124.0,10.0,3.0,3.0,0
1,49.0,64,0,1,342.9,9.0,38.86,124.0,1.0,3.0,3.0,0
0,42.0,54,0,1,310.35,9.2,35.17,120.0,1.0,3.0,3.0,0
0,34.0,30,0,1,326.1,6.6,36.96,104.0,3.0,2.0,0.0,0
0,31.0,36,0,1,219.45,14.5,24.87,109.0,6.0,4.0,0.0,0
0,35.0,27,0,0,301.8,8.4,34.2,91.0,3.0,3.0,2.0,0
0,39.0,64,0,1,141.6,4.5,16.05,89.0,4.0,2.0,0.0,0
0,35.0,79,0,1,155.55,14.8,17.63,102.0,4.0,4.0,2.0,0
1,58.0,107,0,1,421.65,11.2,47.79,128.0,9.0,4.0,1.0,0
0,41.0,84,0,0,195.3,14.0,22.13,74.0,6.0,4.0,2.0,0
1,38.0,112,0,0,325.65,9.4,36.91,91.0,3.0,3.0,2.0,0
1,45.0,112,0,0,408.75,16.4,46.33,94.0,5.0,5.0,3.0,0
1,24.0,84,0,0,285.3,9.8,32.33,102.0,6.0,3.0,2.0,0
1,35.0,28,0,0,281.7,10.6,31.93,124.0,5.0,3.0,0.0,0
1,24.0,74,0,0,281.55,9.1,31.91,94.0,5.0,3.0,0.0,0
0,39.0,99,0,1,324.0,9.3,36.72,100.0,4.0,3.0,2.0,0
1,43.0,169,0,0,268.8,9.9,30.46,92.0,6.0,3.0,2.0,0
1,25.0,94,1,0,255.15,8.7,28.92,78.0,4.0,3.0,1.0,0
1,52.0,12,1,0,325.05,9.8,36.84,110.0,4.0,3.0,2.0,0
0,40.0,80,0,0,314.85,8.8,35.68,119.0,4.0,3.0,2.0,0
0,41.0,87,0,1,123.9,9.5,14.04,88.0,1.0,3.0,3.0,0
1,41.0,55,1,0,287.85,14.3,32.62,101.0,6.0,4.0,1.0,0
1,32.0,144,0,0,92.4,8.2,10.47,99.0,7.0,3.0,3.5,0
0,42.0,94,0,0,245.25,12.6,27.8,82.0,5.0,4.0,1.0,0
0,28.0,115,0,1,232.8,4.5,26.38,100.0,4.0,2.0,0.0,0
1,30.0,96,0,0,296.55,10.5,33.61,67.0,3.0,3.0,3.0,0
1,35.0,51,1,1,203.7,12.3,23.09,98.0,7.0,4.0,2.0,0
1,50.0,173,0,0,437.7,9.9,49.61,119.0,2.0,3.0,0.0,0
0,59.5,99,0,0,239.55,8.4,27.15,114.0,3.0,3.0,1.0,0
1,32.0,82,1,0,313.2,12.4,35.5,86.0,6.0,4.0,3.0,0
1,41.0,107,0,1,242.4,13.7,27.47,103.0,3.0,4.0,1.0,0
0,43.0,155,0,0,325.05,10.8,36.84,106.0,1.0,3.0,2.0,0
1,35.0,135,0,1,410.1,12.3,46.48,112.0,6.0,4.0,1.0,0
0,33.0,66,0,0,231.0,9.5,26.18,100.0,3.0,3.0,3.5,0
1,34.0,52,0,1,293.55,5.3,33.27,94.0,3.0,2.0,2.0,0
1,46.0,113,0,1,270.6,8.4,30.67,124.0,2.0,3.0,1.0,0
0,45.0,42,0,0,276.75,8.8,31.37,91.0,3.0,3.0,2.0,0
1,31.0,193,0,1,186.0,12.3,21.08,129.0,3.0,4.0,1.0,0
1,59.5,133,0,0,243.15,12.2,27.56,78.0,5.0,4.0,1.0,0
1,52.0,80,1,1,238.95,11.9,27.08,82.0,5.0,4.0,1.0,0
0,34.0,59,0,1,199.65,6.8,22.63,103.0,3.0,2.0,1.0,0
1,36.0,172,0,0,323.55,7.1,36.67,83.0,1.0,2.0,3.0,0
1,28.0,73,0,0,321.3,5.9,36.41,112.0,8.0,2.0,0.0,0
1,32.0,208,0,0,248.4,11.8,28.15,77.0,3.0,4.0,1.0,0
1,18.0,120,0,0,225.9,6.4,25.6,123.0,2.0,2.0,1.0,0
1,38.0,137,0,0,216.0,12.3,24.48,93.0,2.0,4.0,0.0,0
0,45.0,122,0,1,406.2,11.8,46.04,104.0,8.0,4.0,3.5,0
0,32.0,70,0,0,313.05,8.0,35.48,122.0,3.0,3.0,2.0,0
0,39.0,126,0,1,279.3,9.6,31.65,139.0,3.0,3.0,2.0,0
1,36.0,128,0,0,187.8,17.4,21.28,111.0,2.0,5.5,0.0,0
1,59.5,104,0,0,274.35,5.5,31.09,104.0,4.0,2.0,2.0,0
1,31.0,148,0,0,129.45,11.3,14.67,91.0,4.0,4.0,1.0,0
0,38.0,142,0,1,359.7,9.5,40.77,106.0,4.0,3.0,0.0,0
1,59.5,155,0,0,272.1,11.3,30.84,122.0,3.0,4.0,3.0,0
1,51.0,26,0,0,351.75,3.5,39.87,94.0,6.0,1.5,3.0,0
0,48.0,77,0,0,254.1,3.000000000000001,28.8,89.0,7.0,1.5,1.0,0
1,23.0,63,0,0,213.75,7.5,24.23,120.0,2.0,3.0,2.0,0
1,59.5,68,0,0,243.15,11.0,27.56,87.0,9.0,3.0,3.5,0
0,36.0,97,0,0,227.4,14.7,25.77,112.0,4.0,4.0,1.0,0
1,30.0,112,0,0,167.85,14.1,19.02,79.0,3.0,4.0,3.5,0
0,42.0,63,0,1,60.46875000000003,8.6,6.857499999999998,101.0,7.0,3.0,1.0,0
0,38.0,83,0,0,268.2,8.6,30.4,65.0,4.0,3.0,3.0,0
0,38.0,148,0,1,140.4,17.4,15.91,84.0,5.0,5.0,1.0,0
1,41.0,70,0,0,255.3,15.0,28.93,76.0,2.0,5.0,1.0,0
0,41.0,107,0,1,240.45,5.6,27.25,109.0,1.0,2.0,1.0,0
0,31.0,117,1,0,250.65,14.1,28.41,132.0,7.0,4.0,2.0,0
0,45.0,16,0,0,314.25,8.8,35.62,102.0,4.0,3.0,1.0,0
1,39.0,112,0,1,332.4,11.3,37.67,108.0,3.0,4.0,1.0,0
0,48.0,87,0,1,395.7,8.5,44.85,109.0,3.0,3.0,3.0,0
0,32.0,67,0,0,251.7,8.4,28.53,71.0,10.5,3.0,1.0,0
0,31.0,81,0,0,275.4,12.2,31.21,99.0,6.0,4.0,3.0,0
1,42.0,133,0,0,415.95,12.8,47.14,103.0,4.0,4.0,2.0,0
0,27.0,90,0,0,290.55,12.7,32.93,60.0,3.0,4.0,1.0,0
0,34.0,21,0,1,203.85,9.5,23.1,89.0,7.0,3.0,3.5,0
1,26.0,107,0,1,90.0,11.1,10.2,106.0,3.0,3.0,0.0,0
0,40.0,78,1,0,355.2,9.5,40.26,77.0,2.0,3.0,1.0,0
1,41.0,172,0,0,258.75,5.9,29.33,113.0,6.0,2.0,0.0,0
0,37.0,9,0,1,321.15,10.1,36.4,117.0,3.0,3.0,1.0,0
0,37.0,83,0,0,332.1,9.8,37.64,100.0,5.0,3.0,3.0,0
0,27.0,63,0,1,322.35,8.2,36.53,139.0,5.0,3.0,0.0,0
0,40.0,125,0,0,210.15,8.0,23.82,77.0,2.0,3.0,1.0,0
1,38.0,85,0,0,191.85,12.5,21.74,76.0,5.0,4.0,0.0,0
0,59.5,125,0,0,197.7,7.7,22.41,119.0,6.0,3.0,2.0,0
0,33.0,68,0,1,123.75,4.8,14.03,114.0,4.0,2.0,3.0,0
1,43.0,116,0,0,296.85,12.0,33.64,145.0,6.0,4.0,1.0,0
1,59.5,73,0,0,382.2,15.0,43.32,102.0,7.0,5.0,2.0,0
1,35.0,160,0,1,246.9,15.2,27.98,131.0,4.0,5.0,1.0,0
0,33.0,85,0,0,355.35,11.4,40.27,78.0,7.0,4.0,2.0,0
0,28.0,135,1,1,191.55,5.8,21.71,84.0,4.0,2.0,2.0,0
0,38.0,93,0,1,201.3,11.8,22.81,90.0,2.0,4.0,3.5,0
0,35.0,112,0,0,392.1,11.6,44.44,90.0,2.0,4.0,1.0,0
1,29.0,91,0,1,254.7,10.9,28.87,92.0,4.0,3.0,1.0,0
1,35.0,128,0,0,222.75,6.8,25.25,114.0,2.0,2.0,1.0,0
0,30.0,126,0,1,230.1,12.8,26.08,97.0,4.0,4.0,3.5,0
1,42.0,103,0,1,130.8,10.9,14.82,80.0,5.0,3.0,3.5,0
1,36.0,123,0,0,310.35,8.3,35.17,60.0,2.0,3.0,3.0,0
0,29.0,30,0,0,243.45,9.1,27.59,89.0,4.0,3.0,2.0,0
1,32.0,121,0,0,154.95,10.7,17.56,113.0,3.0,3.0,0.0,0
0,37.0,124,0,0,267.6,12.0,30.33,91.0,2.0,4.0,0.0,0
0,31.0,32,0,0,247.2,14.8,28.02,108.0,2.0,4.0,2.0,0
0,31.0,67,0,0,323.25,8.6,36.64,106.0,6.0,3.0,1.0,0
0,37.0,68,0,0,320.85,8.4,36.36,97.0,3.0,3.0,1.0,0
0,30.0,36,1,1,295.2,17.4,33.46,126.0,6.0,5.5,0.0,0
1,35.0,128,0,1,256.8,14.0,29.1,93.0,6.0,4.0,1.0,0
0,46.0,68,0,0,239.25,11.4,27.12,76.0,3.0,4.0,1.0,0
1,43.0,11,0,1,285.9,6.0,32.4,80.0,3.0,2.0,3.0,0
0,42.0,12,0,0,374.4,11.8,42.43,90.0,3.0,4.0,1.0,0
1,33.0,81,1,0,341.1,11.9,38.66,113.0,3.0,4.0,0.0,0
1,45.0,81,1,0,224.1,17.4,25.4,97.0,3.0,5.0,3.0,0
1,35.0,52,0,0,323.85,5.2,36.7,130.0,2.0,2.0,1.0,0
1,35.0,70,0,0,194.85,14.3,22.08,93.0,3.0,4.0,1.0,0
1,38.0,88,0,0,288.0,7.5,32.64,125.0,5.0,3.0,1.0,0
0,28.0,115,0,0,276.15,7.5,31.3,106.0,6.0,3.0,2.0,0
1,29.0,134,0,0,312.45,12.6,35.41,86.0,3.0,4.0,1.0,0
0,52.0,208,0,0,248.1,8.7,28.12,93.0,3.0,3.0,0.0,0
0,47.0,136,1,0,298.8,11.8,33.86,105.0,7.0,4.0,1.0,0
0,27.0,76,0,1,240.15,9.5,27.22,102.0,4.0,3.0,3.0,0
1,28.0,126,0,0,481.95,8.0,54.62,106.0,4.0,3.0,1.0,0
1,45.0,144,0,0,209.4,15.0,23.73,75.0,4.0,5.0,2.0,0
1,45.0,106,0,0,320.85,12.2,36.36,124.0,5.0,4.0,3.0,0
1,41.0,74,0,0,346.35,9.7,39.25,101.0,2.0,3.0,3.0,0
0,39.0,143,0,0,258.45,13.0,29.29,119.0,4.0,4.0,2.0,0
0,40.0,41,0,0,215.4,8.6,24.41,110.0,3.0,3.0,1.0,0
0,29.0,30,0,0,206.4,5.8,23.39,126.0,10.0,2.0,3.0,0
0,39.0,208,0,0,167.1,5.5,18.94,106.0,6.0,2.0,3.0,0
1,33.0,90,0,0,153.0,11.4,17.34,105.0,3.0,4.0,2.0,0
0,49.0,139,0,0,294.0,9.8,33.32,92.0,1.0,3.0,3.0,0
0,25.0,174,0,0,186.45,15.5,21.13,115.0,5.0,5.0,3.0,0
1,26.0,16,0,0,262.05,10.5,29.7,80.0,8.0,3.0,3.5,0
0,39.0,46,0,0,386.1,13.4,43.76,107.0,5.0,4.0,2.0,0
1,53.0,126,1,1,193.95,9.6,21.98,102.0,7.0,3.0,1.0,0
1,31.0,92,0,1,364.65,12.1,41.33,104.0,2.0,4.0,2.0,0
1,39.0,22,0,1,298.65,4.2,33.85,91.0,1.0,2.0,1.0,0
1,38.0,105,1,1,331.05,13.2,37.52,100.0,6.0,4.0,1.0,0
1,40.0,91,0,0,304.65,12.0,34.53,129.0,3.0,4.0,3.0,0
0,36.0,119,0,0,207.45,13.5,23.51,98.0,6.0,4.0,3.0,0
1,42.0,135,0,0,359.85,5.9,40.78,118.0,3.0,2.0,2.0,0
0,37.0,98,0,1,417.45,9.7,47.31,46.5,5.0,3.0,0.0,0
0,31.0,63,0,0,230.25,6.5,26.1,85.0,5.0,2.0,2.0,0
1,36.0,60,0,0,330.9,6.8,37.5,129.0,3.0,2.0,1.0,0
1,35.0,131,0,0,164.25,6.6,18.62,108.0,7.0,2.0,1.0,0
0,35.0,119,0,0,265.2,7.5,30.06,77.0,10.5,3.0,1.0,0
1,44.0,82,0,0,215.85,11.1,24.46,94.0,2.0,3.0,1.0,0
1,38.0,86,0,0,339.45,13.0,38.47,92.0,3.0,4.0,3.5,0
1,45.0,64,1,0,354.3,13.2,40.15,97.0,2.0,4.0,2.0,0
0,43.0,160,0,0,124.05,10.9,14.06,54.0,9.0,3.0,0.0,0
1,38.0,69,1,0,419.7,8.4,47.57,118.0,10.0,3.0,2.0,0
0,59.5,108,0,1,247.65,10.9,28.07,114.0,4.0,3.0,1.0,0
0,27.0,105,0,0,309.3,9.0,35.05,91.0,3.0,3.0,1.0,0
1,37.0,67,0,1,194.4,14.5,22.03,93.0,5.0,4.0,1.0,0
1,30.0,95,1,0,248.25,11.5,28.14,89.0,2.0,4.0,1.0,0
1,22.0,71,0,0,296.85,6.7,33.64,56.0,5.0,2.0,3.0,0
1,36.0,147,0,0,314.1,11.3,35.6,123.0,3.0,4.0,2.0,0
1,40.0,45,0,1,203.7,7.9,23.09,92.0,6.0,3.0,2.0,0
0,38.0,66,0,0,307.65,9.2,34.87,95.0,6.0,3.0,2.0,0
1,36.0,88,0,0,397.2,14.8,45.02,115.0,2.0,4.0,1.0,0
1,53.0,45,0,0,311.4,12.4,35.29,125.0,10.5,4.0,1.0,0
1,52.0,162,0,0,106.05,9.1,12.02,82.0,3.0,3.0,3.5,0
1,36.0,99,0,1,301.05,9.1,34.12,102.0,5.0,3.0,1.0,0
1,38.0,35,0,0,158.4,8.7,17.95,77.0,3.0,3.0,0.0,0
0,26.0,41,0,1,359.7,7.3,40.77,100.0,1.0,2.0,2.0,0
1,51.0,13,0,1,473.4,12.1,53.65,123.0,3.0,4.0,3.0,0
0,47.0,93,0,0,268.95,11.5,30.48,131.0,6.0,4.0,3.0,0
1,33.0,46,0,0,321.15,8.2,36.4,113.0,3.0,3.0,2.0,0
1,22.0,105,0,1,152.85,12.9,17.32,77.0,2.0,4.0,0.0,0
0,34.0,48,0,0,297.3,5.1,33.69,73.0,5.0,2.0,1.0,0
1,42.0,90,0,0,268.65,10.6,30.45,91.0,7.0,3.0,3.0,0
0,36.0,92,1,1,421.65,7.5,47.79,76.0,3.0,3.0,0.0,0
1,38.0,75,0,1,177.75,13.4,20.15,99.0,3.0,4.0,2.0,0
0,41.0,85,0,1,424.8,6.3,48.14,80.0,1.0,2.0,3.5,0
0,35.0,143,0,0,313.65,14.0,35.55,90.0,6.0,4.0,0.0,0
1,40.0,157,0,0,331.05,11.5,37.52,113.0,7.0,4.0,3.5,0
1,48.0,127,0,0,359.7,11.3,40.77,110.0,5.0,4.0,1.0,0
1,41.0,149,0,0,326.55,9.6,37.01,99.0,3.0,3.0,3.0,0
0,25.0,117,0,0,272.25,14.7,30.86,82.0,9.0,4.0,2.0,0
